URI,Name,Prerequisites,Short Description,long_description,Books,Category
../advancedClassGuide/feats.html#improved duck and cover,Improved Duck and Cover,Duck and Cover,"When you use Duck and Cover, an ally with evasion or improved evasion takes some of the damage","Your allies' ability to protect you from damage extends to area attacks.

Prerequisite: Duck and Cover.

Benefit: Whenever you use Duck and Cover, your ally has evasion or improved evasion, and your ally succeeds at its saving throw, half of the damage you would have taken is transferred to your ally. (This damage is not reduced by the ally's evasion or improved evasion.)",Advanced Class Guide,Teamwork
../advancedRaceGuide/featuredRaces/kobolds.html#draconic-aspect,Draconic Aspect,Kobold,"Gain acid, cold, electricity, or fire resistance 5","You possess some of the qualities of your dragon ancestors.

Prerequisite: Kobold.

Benefit: Your scales take on the color and some of the resistances of one of the chromatic dragons. Choose one of the following chromatic dragon types: black (acid), blue (electricity), green (acid), red (fire), or white (cold). Your scales take on the color of that dragon, and you gain resistance 5 to the dragon color's corresponding energy type.

Special: If you have the dragon-scaled racial trait, your scale color does not change and you gain a +1 natural armor bonus instead.",Advanced Race Guide,Untyped
../advancedRaceGuide/featuredRaces/kobolds.html#draconic-breath,Draconic Breath,"Draconic Aspect, kobold",Gain a breath weapon and a +2 bonus against sleep and paralysis effects,"You possess draconic defenses and a draconic breath weapon.

Prerequisites: Draconic Aspect, kobold.

Benefit: You gain a +2 bonus against sleep and paralysis effects. You gain a breath weapon that is determined by your scale coloration by either the Draconic Aspect feat or the dragon-scaled racial trait. Using a breath weapon is a standard action that does not provoke attacks of opportunity. You can use your breath weapon once per day. Creatures within the area of your breath weapon who succeed at a Reflex saving throw (DC 10 + your character level + your Constitution modifier) take only half damage.

Black (Su): You breathe a 30-foot line of acid that deals 2d6 points of acid damage.
Blue (Su): You breathe a 30-foot line of electricity that deals 2d6 points of electricity damage. 
Green (Su): You breathe a 15-foot cone of acid that deals 2d6 points of acid damage. 
Red (Su): You breathe a 15-foot cone of fire that deals 2d6 points of fire damage. 
White (Su): You breathe a 15-foot cone of cold that deals 2d6 points of cold damage.

Special: Kobold sorcerers with either the Draconic or Kobold bloodline can use their Charisma modifier instead of their Constitution to determine the DC of this breath weapon.",Advanced Race Guide,Untyped
../advancedRaceGuide/featuredRaces/kobolds.html#draconic-glide,Draconic Glide,"Draconic Aspect, kobold",Gain wings that you can use to fall and glide safely; gain a +2 bonus against sleep and paralysis effects,"You possess draconic defenses and wings that allow you to glide.

Prerequisites: Draconic Aspect, kobold.

Benefit: You gain a +2 bonus against sleep and paralysis effects. You grow a pair of wings that you can use to fall and glide at a safe pace. You can make a DC 15 Fly check to fall safely from any height without taking falling damage, as if using feather fall. When falling safely, you may make an additional DC 15 Fly check to glide, moving 5 feet laterally for every 20 feet you fall.

Special: If you have the gliding wings racial trait, you donât need to make a Fly check to glide, and you can move 10 feet laterally for every 20 feet you fall.",Advanced Race Guide,Untyped
../advancedRaceGuide/featuredRaces/kobolds.html#draconic-paragon,Draconic Paragon,"Draconic Aspect, Draconic Breath, Draconic Glide, character level 10th, kobold",Use breath weapon additional 1/day; gain a fly speed of 20 feet; gain +2 bonus against sleep and paralysis effects,"You can shrug off sleep and paralysis effects as well as any dragon, and your draconic aspects improve.

Prerequisites: Draconic Aspect, Draconic Breath, Draconic Glide, character level 10th, kobold.

Benefit: You gain an additional +2 bonus against sleep and paralysis effects. You can use your breath weapon twice per day and your breath weapon damage increases to 4d6 points of energy damage. Your wings from the Draconic Glide feat grow stronger, granting you a fly speed of 20 feet (average maneuverability).",Advanced Race Guide,Untyped
../monsterCodex/kobolds.html#draconic-magic,Draconic Magic,"Draconic Aspect, kobold",Gain spell-like abilities based on dragon aspect,"Your draconic aspect manifests as magical might.

Prerequisites: Draconic Aspect, kobold.

Benefit: You gain a group of spell-like abilities based on the color of your dragon aspect. Each spell-like ability can be used once per day, and the DC of any of these spell-like abilities is 10 + 1/2 your Hit Dice + Charisma modifier.

Black : Corrosive touch , †, darkness .

Blue : Minor image, shocking grasp †.

Green : Entangle †, gust of wind .

Red : Burning hands †, pyrotechnics .

White : Burning hands † (deals cold damage instead of fire), fog cloud .

Special: You can use this feat instead of Draconic Breath or Draconic Glide to qualify for the Draconic Paragon feat. If you have this feat and Draconic Paragon, you can use the spell-like ability marked with a dagger (†) twice per day.",Monster Codex,Untyped
../advancedRaceGuide/featuredRaces/drow.html#drow-nobility,Drow Nobility,"Able to use drow spell-like abilities, drow","Use detect magic at will, gain feather fall and levitate 1/day","Your blood courses with power, granting you greater spell-like abilities.

Prerequisites: Able to use drow spell-like abilities, drow.

Benefit: You may use detect magic as a spell-like ability at will, and add feather fall and levitate to the spell-like abilities that you may use once each per day. Your caster level is equal to your character level.",Advanced Race Guide,Untyped
../advancedRaceGuide/featuredRaces/drow.html#improved-drow-nobility,Improved Drow Nobility,"Cha 13, Drow Nobility, able to use drow spell-like abilities, drow","Use dancing lights, faerie fire, feather fall, and levitate 2/day; Darkness becomes deeper darkness and increases to 2/day","Your magical heritage is more potent than that of your peers, as demonstrated by your superior spell-like abilities.

Prerequisites: Cha 13, Drow Nobility, able to use drow spell-like abilities, drow.

Benefit: You may use your dancing lights, faerie fire, feather fall, and levitate spell-like abilities twice per day. Your darkness spell-like ability instead becomes deeper darkness, which you may use twice per day.",Advanced Race Guide,Untyped
../advancedRaceGuide/featuredRaces/drow.html#greater-drow-nobility,Greater Drow Nobility,"Cha 13, Drow Nobility, Improved Drow Nobility, able to use drow spell-like abilities, drow","Detect magic constantly, use dancing lights, deeper darkness, faerie fire, feather fall, and levitate at will","You have mastered the lesser spell-like abilities of the drow, demonstrating true nobility.

Prerequisites: Cha 13, Drow Nobility, Improved Drow Nobility, able to use drow spell-like abilities, drow.

Benefit: Your detect magic spell-like ability is now constant. You may use your dancing lights, deeper darkness, faerie fire, feather fall, and levitate spell-like abilities at will.",Advanced Race Guide,Untyped
../advancedRaceGuide/featuredRaces/drow.html#noble-spell-resistance,Noble Spell Resistance,"Cha 13, Wis 13, Greater Drow Nobility, character level 13th, drow",Gain SR 11 + character level,"Your ascension is complete; you have the spell resistance approaching that of a demon.

Prerequisites: Cha 13, Wis 13, Greater Drow Nobility, character level 13th, drow.

Benefit: Your spell resistance is equal to 11 + your character level.

Special: You receive a +1 circumstance bonus on Diplomacy and Intimidate checks made against any drow.",Advanced Race Guide,Untyped
../advancedRaceGuide/featuredRaces/drow.html#umbral-scion,Umbral Scion,"Cha 13, Wis 13, Drow Nobility, Greater Drow Nobility, Improved Drow Nobility, able to use drow spell-like abilities, drow","Gain dispel magic, divine favor, or suggestion 1/day","New spell-like abilities are unlocked for you as you rise to ascendency among the drow people.

Prerequisites: Cha 13, Wis 13, Drow Nobility, Greater Drow Nobility, Improved Drow Nobility, able to use drow spell-like abilities, drow.

Benefit: Select one of the following: dispel magic, divine favor, or suggestion. You may use this spell once per day as a spell-like ability. Your caster level is equal to your character level.",Advanced Race Guide,Untyped
../advancedRaceGuide/featuredRaces/drow.html#improved-umbral-scion,Improved Umbral Scion,"Cha 13, Wis 13, Drow Nobility, Greater Drow Nobility, Improved Drow Nobility, Umbral Scion, able to use drow spell-like abilities, drow","Use dispel magic, divine favor, and suggestion 1/day","You are a master of drow noble magic.

Prerequisites: Cha 13, Wis 13, Drow Nobility, Greater Drow Nobility, Improved Drow Nobility, Umbral Scion, able to use drow spell-like abilities, drow.

Benefit: You may use dispel magic, divine favor, and suggestion once per day as spell-like abilities. Your caster level is equal to your character level.",Advanced Race Guide,Untyped
../advancedRaceGuide/featuredRaces/oreads.html#dwarf-blooded,Dwarf Blooded,Oread,You gain the slow and steady and stonecunning dwarven racial traits,"You have dwarven blood coursing through your veins.

Prerequisite: Oread.

Benefit: Your dwarven heritage manifests in two ways. First, your speed is never modified by armor or encumbrance, as the dwarf slow and steady racial trait. Second, you gain the stonecunning dwarf racial trait.",Advanced Race Guide,Untyped
../advancedPlayersGuide/advancedFeats.html#eagle-eyes,Eagle Eyes,"Wis 13, keen senses racial trait",Ignore up to –5 due to distance on visual Perception checks,"Your vision is especially keen.

Prerequisites: Wis 13, keen senses racial trait.

Benefit: You ignore up to –5 in penalties due to distance on visual Perception checks, allowing you to see accurately at much greater distances than most.",Advanced Player's Guide,Untyped
../mythicAdventures/mythicFeats.html#eagle-eyes-mythic,Eagle Eyes - Mythic,Eagle Eyes,Ignore Perception distance penalties,"You eyesight rivals that of the most far-seeing raptors.

Prerequisites: Eagle Eyes.

Benefit: You ignore up to –10 in penalties due to distance on visual Perception checks, instead of the normal –5. As a swift action, you can expend one use of mythic power to ignore all penalties due to distance on visual Perception checks for 1 round.",Mythic Adventures,Mythic
../advancedRaceGuide/featuredRaces/oreads.html#echoes-of-stone,Echoes of Stone,Oread,Gain a +4 racial bonus to Perception underground and on Survival checks to avoid becoming lost in caverns and rocky areas,"Your senses are keener among the rocks and stones.

Prerequisite: Oread.

Benefit: You gain a +4 racial bonus on Perception checks underground, and on Survival checks to avoid becoming lost in caverns and rocky areas.",Advanced Race Guide,Untyped
../advancedRaceGuide/featuredRaces/oreads.html#murmurs-of-earth,Murmurs of Earth,"Echoes of Stone, character level 9th, oread",Gain tremorsense 15 ft. to detect creatures in contact with the ground,"The earth opens up her secrets to your perceptions.

Prerequisites: Echoes of Stone, character level 9th, oread.

Benefit: You gain a limited form of tremorsense. As a move action, you become aware of all creatures within 15 feet that are in contact with the ground at that moment.",Advanced Race Guide,Untyped
../ultimateMagic/ultimateMagicFeats.html#echoing-spell,Echoing Spell,—,Cast a spell a second time,"You have learned how to release most, but not all, of a spell's potential when you cast it.

Benefit: When you cast an echoing spell, it does not disappear entirely from memory, and you can cast it one additional time during that day. No effect that allows you to reprepare or recast a spell can affect the echoed spell. If you prepare spells, this second casting does not require you to prepare it in another spell slot. If you spontaneously cast spells, this second casting does not expend another available spell slot. An echoing spell uses up a spell slot three levels higher than the spell's actual level.",Ultimate Magic,Metamagic
../advancedPlayersGuide/advancedFeats.html#eclectic,Eclectic,Human,Gain an additional favored class,"You have a talent for picking up different vocations.

Prerequisite: Human.

Benefit: Choose an additional favored class and gain either +1 hit point or +1 skill point whenever you take a level in that class. If you choose a class in which you already have levels, the benefits of this feat are retroactive.",Advanced Player's Guide,Untyped
../advancedPlayersGuide/advancedFeats.html#ectoplasmic-spell,Ectoplasmic Spell,—,Spell fully affects incorporeal and ethereal creatures,"Your spells breach the gulf between dimensions, sending ghostly emanations into the ether.

Benefit: An ectoplasmic spell has full effect against incorporeal or ethereal creatures. An ectoplasmic spell uses up a spell slot one level higher than the spell's actual level.",Advanced Player's Guide,Metamagic
../occultAdventures/feats.html#efficient-focus-shift,Efficient Focus Shift,Occultist level 7th,Shift mental focus points without losing any 2/day,"You are more adept than most at shifting mental focus between your implements.

Prerequisite: Occultist level 7th.

Benefit: Twice per day when you shift mental focus from one implement to another, you can add the same number of points to the latter implement that you removed from the former.

Normal: By removing points of mental focus from one implement, you can add the same amount – 1 to another.

Special: You can take this feat multiple times. Its effects stack.",Occult Adventures,Untyped
../advancedPlayersGuide/advancedFeats.html#eldritch-claws,Eldritch Claws,"Str 15, natural weapons, base attack bonus +6",Natural weapons treated as magic and silver,"Who needs magic weapons? Eldritch tricks are no match for your bestial ferocity.

Prerequisites: Str 15, natural weapons, base attack bonus +6.

Benefit: You natural weapons are considered both magic and silver for purpose of overcoming damage reduction.",Advanced Player's Guide,Untyped
../ultimateCampaign/characterBackground/storyFeats.html#eldritch-researcher,Eldritch Researcher,Create a new spell; have The Way Things Work background,Gain 1 caster level when casting the spell you created; gain a +2 bonus on Spellcraft checks,"You seek new applications for magical energy.

Prerequisite: You must have created a new spell, or have The Way Things Work background.

Benefit: When casting a spell you've created, add 1 to your caster level. In addition, you gain a +2 bonus on Spellcraft checks. If you have 10 or more ranks in Spellcraft, this bonus increases to +4.

Goal: Create a new spell of at least 6th level.

Completion Benefit: The save DCs for any spells you create increase by 1 when you cast them. In addition, when applying metamagic feats to self-created spells, reduce the total level adjustment by 1. You can't reduce metamagic costs to lower than the spell's original level in this manner.

Special: For a self-created spell to benefit from this feat, it must be a truly novel spell. Spells slightly altered from the original (for example, delayed blast fireball as compared to fireball) gain no benefit. Alchemists can benefit from this feat as though their formulae and extracts were spells.",Ultimate Campaign,Story
../coreRulebook/feats.html#elemental-channel,Elemental Channel,Channel energy class feature,Channel energy can harm or heal elementals,"Choose one elemental subtype, such as air, earth, fire, or water. You can channel your divine energy to harm or heal outsiders that possess your chosen elemental subtype.

Prerequisites: Channel energy class feature.

Benefit: Instead of its normal effect, you can choose to have your ability to channel energy heal or harm outsiders of your chosen elemental subtype. You must make this choice each time you channel energy. If you choose to heal or harm creatures of your elemental subtype, your channel energy has no effect on other creatures. The amount of damage healed or dealt and the DC to halve the damage is otherwise unchanged.

Special: You can gain this feat multiple times. Its effects do not stack. Each time you take this feat, it applies to a new elemental subtype.",Core Rulebook,Untyped
../mythicAdventures/mythicFeats.html#elemental-channel-mythic,Elemental Channel - Mythic,Elemental Channel,Affect any elemental subtype,"Your power over elemental beings is nearly absolute.

Prerequisite: Elemental Channel.

Benefit: Your Elemental Channel can affect any elemental subtype, not just the one you chose when you took Elemental Channel. Each time you use Elemental Channel, you must pick one elemental subtype before using the feat. You can expend one use of mythic power when you use Elemental Channel to choose a second elemental subtype to affect.",Mythic Adventures,Mythic
../advancedPlayersGuide/advancedFeats.html#elemental-focus,Elemental Focus,—,+1 bonus on save DCs for one energy type,"Your spells of a certain element are more difficult to resist.

Benefit: Choose one energy type (acid, cold, electricity, or fire). Add +1 to the Difficulty Class for all saving throws against spells that deal damage of the energy type you select.

Special: You can gain this feat multiple times. Its effects do not stack. Each time you take this feat, it applies to a new energy type.",Advanced Player's Guide,Untyped
../mythicAdventures/mythicFeats.html#elemental-focus-mythic,Elemental Focus - Mythic,Elemental Focus,Increase the DCs and expend mythic power to force opponents to roll twice and take the lowest result when saving against focus spells,"Your elemental spells are potent and effective.

Prerequisite: Elemental Focus.

Benefit: Choose an energy type in which you already have Elemental Focus. The increase to save DC provided by Elemental Focus and Greater Elemental Focus for spells of the selected energy type is 1 higher. When casting a spell with this energy type's descriptor, you can expend one use of mythic power as part of the casting to force the spell's targets to roll their saving throws twice, taking the lower result.",Mythic Adventures,Mythic
../advancedPlayersGuide/advancedFeats.html#greater-elemental-focus,Greater Elemental Focus,Elemental Focus,+1 bonus on save DCs for one energy type,"Choose an energy type to which you have already applied the Elemental Focus feat. Any spells you cast of this energy type are very hard to resist.

Prerequisite: Elemental Focus.

Benefit: Add +1 to the Difficulty Class for all saving throws against spells that deal damage of the energy type you select. This bonus stacks with the bonus from Elemental Focus.

Special: You can gain this feat multiple times. Its effects do not stack. Each time you take this feat, it applies to a new energy type to which you have already applied the Elemental Focus feat.",Advanced Player's Guide,Untyped
../advancedRaceGuide/featuredRaces/ifrits.html#elemental-jaunt,Elemental Jaunt,"Character level 15th, ifrit, oread, sylph, or undine",Cast plane shift 1/day as a spell-like ability,"The spirits of your ancestral home call to you, beckoning you to return.

Prerequisites: Character level 15th, ifrit, oread, sylph, or undine.

Benefit: Once per day, you can cast plane shift as a spell-like ability with a caster level equal to your level to transport yourself and willing targets to an elemental plane that is appropriate to your race (ifrits to the Plane of Fire, oreads to the Plane of Earth, sylphs to the Plane of Air, and undines to the Plane of Water). While on that plane, you (but not anyone transported with you) are treated as though under the effect of the spell planar adaptation.",Advanced Race Guide,Untyped
../advancedPlayersGuide/advancedFeats.html#elemental-spell,Elemental Spell,—,Inflict energy damage instead of regular spell damage,"You can manipulate the elemental nature of your spells.

Benefit: Choose one energy type: acid, cold, electricity, or fire. You may replace a spell's normal damage with that energy type or split the spell's damage, so that half is of that energy type and half is of its normal type. An elemental spell uses up a spell slot one level higher than the spell's actual level.

Special: You can gain this feat multiple times. Each time you must choose a different energy type.",Advanced Player's Guide,Metamagic
../occultAdventures/feats.html#elongated-cranium,Elongated Cranium,—,Gain bonuses and penalties based on head shape,"You have undergone the painful and ancient art of cranial binding, deforming your skull to unlock the hidden potential of your psychic self.

Benefit: Your cranium has been tightly bound with boards and wrappings to change its shape and attune your mind to your psychic discipline. If you take this feat after 1st level, you must undergo a painful 6-month regimen of increased tightening and head binding, during which you take a –1 penalty on Intelligence, Wisdom, and Charisma checks and on Intelligence-, Wisdom-, and Charisma-based skill checks. Once the binding is completed, your skull takes on one of three shapes of your choosing, each with a specific benefit. Once chosen, this shape cannot be changed.

Fronto-Occipital Elongation: Your head slopes severely in a high conical shape, tapering from your brow to the crown of your head. You take a –1 penalty on Intelligence and Wisdom checks and on Intelligence- and Wisdom-based skill checks, but gain a +2 bonus on Charisma checks and Charisma-based skill checks. In addition, once per day, you can extend the duration of a psychic spell you cast by 50% (minimum 0 additional rounds). The increased duration doesn't stack with the increase granted by the Extend Spell feat.

Ovoid Compression: Your head takes on a larger, more bulbous appearance than normal. You take a –1 penalty on Charisma and Wisdom checks and on Wisdom- and Charisma-based skill checks, but gain a +2 bonus on Intelligence checks and Intelligence-based skill checks. In addition, once per day you can cast one psychic magic spell you know with a +1 bonus to its caster level.

Sagittal Elongation: Your head slopes back in a gentle, elongated curve. You take a –1 penalty on Intelligence and Charisma checks and on Intelligence- and Charisma-based skill checks, but gain a +2 bonus on Wisdom checks and Wisdom-based skill checks. In addition, once per day, you can increase the DC of a psychic spell you cast by 1.",Occult Adventures,Untyped
../advancedPlayersGuide/advancedFeats.html#elven-accuracy,Elven Accuracy,Elf,Reroll miss chance due to concealment when using a bow,"Your sharp eyesight makes difficult shots easier.

Prerequisite: Elf.

Benefit: If you miss due to concealment when making a ranged attack with a longbow or shortbow (including composite bows), you can reroll your miss chance roll one time to see if you actually hit.",Advanced Player's Guide,Combat
../mythicAdventures/mythicFeats.html#elven-accuracy-mythic,Elven Accuracy - Mythic,Elven Accuracy,Ignore concealment with bows,"Your elven eyesight cuts though concealment.

Prerequisite: Elven Accuracy.

Benefit: When you make an attack with a longbow or short bow (including composite bows), you can ignore concealment, but not total concealment. You still suffer a miss chance for total concealment, but if you miss due to total concealment, you may reroll your miss chance as per Elven Accuracy.",Mythic Adventures,Mythic
../advancedRaceGuide/coreRaces/elves.html#elven-battle-training,Elven Battle Training,"Base attack bonus +1, elf",Gaint a +2 bonus to CMD against disarm and sunder against elven weapons; make an additional attack of opportunity with elven melee weapon,"You have been specially trained to wield a variety of traditional elven weapons.

Prerequisites: Base attack bonus +1, elf.

Benefit: You have received special training with traditional elven weapons (longbows, composite longbows, longswords, rapiers, shortbows, composite shortbows, and any weapon with the word ""elven"" in its name). You receive a +2 bonus to your CMD against disarm and sunder maneuvers directed at one of these weapons you are wielding.  In addition, if you are wielding one of these melee weapons, you may make an additional attack of opportunity each round (this bonus stacks with Combat Reflexes).",Advanced Race Guide,Combat
../advancedRaceGuide/coreRaces/halfElves.html#elven-spirit,Elven Spirit,Half-elf,Gain a +2 racial bonus on caster level checks to overcome spell resistance and on Spellcraft checks made to identify magic items,"Although you are of mixed heritage, you are closer to your elven relatives and the magic in their blood flows freely in your veins.

Prerequisite: Half-elf.

Benefit: You possess the elven magic racial trait of the elves, granting you a +2 racial bonus on caster level checks made to overcome spell resistance. In addition, you receive a +2 racial bonus on Spellcraft checks made to identify the properties of magic items. Alternatively, you can instead gain any one racial trait that elves can exchange for the elven magic racial trait.

Special: You can only take this feat at 1st level. If you take this feat, you cannot take the Human Spirit feat.",Advanced Race Guide,Untyped
../occultAdventures/feats.html#emotional-conduit,Emotional Conduit,Shared consciousness class feature,Gain new spells tied to phantom's emotional focus,"The deep emotional resonance you share with your phantom enables you to master the emotions of others.

Prerequisite: Shared consciousness class feature.

Benefit: You gain familiarity with a number of additional spells based on the emotional focus of your phantom. These spells are added to both your class spell list (if not already on that list) and your list of spells known; they are in addition to the normal number of spells known for your level. The spells you gain are as follows (spells marked with a dagger [†] can be found on the Psychic Magic page):

Anger: 1st—burst of adrenaline, 2nd—rage, 3rd—howling agony, 4th—telekinetic charge, 5th—vengeful outrage, 6th—transformation.

Despair: 1st—touch of gracelessness, 2nd—death knell, 3rd—ray of exhaustion, 4th—crushing despair, 5th—suffocation, 6th—eyebite.

Devotion: 1st—invisibility alarm, 2nd—spiritual weapon, 3rd—cure light wounds, 4th—spell immunity, 5th—vampiric shadow shield, 6th—greater heroism.

Fear: 1st—heightened awareness, 2nd—scare, 3rd—fear, 4th—feast on fear, 5th—nightmare, 6th—frightful aspect.

Hatred: 1st—murderous command, 2nd—disfiguring touch, 3rd—bestow curse, 4th—debilitating portent, 5th—foster hatred, 6th—phantasmal revenge.

Jealousy: 1st—compel hostility, 2nd—life pact, 3rd—ectoplasmic snare, 4th—entrap spirit, 5th—dominate person, 6th—unwilling shield.

Zeal: 1st—delusional pride, 2nd—false life, 3rd—heroism, 4th—freedom of movement, 5th—joyful rapture, 6th—greater heroism.",Occult Adventures,Untyped
../coreRulebook/feats.html#empower-spell,Empower Spell,—,Increase spell variables by 50%,"You can increase the power of your spells, causing them to deal more damage.

Benefit: All variable, numeric effects of an empowered spell are increased by half, including bonuses to those dice rolls.

Saving throws and opposed rolls are not affected, nor are spells without random variables. An empowered spell uses up a spell slot two levels higher than the spell's actual level.",Core Rulebook,Metamagic
../bestiary/monsterFeats.html#empower-spell-like-ability,Empower Spell-Like Ability,Spell-like ability at caster level 6th or higher,Use spell-like ability as an empowered spell-like ability 3/day (or less),"One of this creature's spell-like abilities is particularly potent and powerful.

Prerequisite: Spell-like ability at caster level 6th or higher.

Benefit: Choose one of the creature's spell-like abilities, subject to the restrictions below. The creature can use that ability as an empowered spell-like ability three times per day (or less, if the ability is normally usable only once or twice per day).

When a creature uses an empowered spell-like ability, all variable, numeric effects of the spell-like ability are increased by half (+50%). Saving throws and opposed rolls are not affected. Spell-like abilities without random variables are not affected.

The creature can only select a spell-like ability duplicating a spell with a level less than or equal to 1/2 its caster level (round down) – 2. For a summary, see the table in the description of the Quicken Spell-Like Ability.

Special: This feat can be taken multiple times. Each time it is taken, the creature can apply it to a different spell-like ability.",Bestiary,Untyped
../coreRulebook/feats.html#endurance,Endurance,—,+4 bonus on checks to avoid nonlethal damage,"Harsh conditions or long exertions do not easily tire you.

Benefit: You gain a +4 bonus on the following checks and saves: Swim checks made to resist nonlethal damage from exhaustion; Constitution checks made to continue running; Constitution checks made to avoid nonlethal damage from a forced march; Constitution checks made to hold your breath; Constitution checks made to avoid nonlethal damage from starvation or thirst; Fortitude saves made to avoid nonlethal damage from hot or cold environments; and Fortitude saves made to resist damage from suffocation.

You may sleep in light or medium armor without becoming fatigued.

Normal: A character without this feat who sleeps in medium or heavier armor is fatigued the next day.",Core Rulebook,Untyped
../ultimateMagic/ultimateMagicFeats.html#deny-death,Deny Death,"Ki pool, Endurance",Use ki to stave off death,"Your ki is so strong that it can deny death.

Prerequisite: Ki pool, Endurance

Benefit: As long as you have 1 ki point in your ki pool, when you fail your Constitution check to stabilize, you do not lose 1 hit point. If you succeed at the check, you can spend 1 ki point to heal 1d6 hit points. If you roll a natural 20 on the check to stabilize, you can spend 1 ki point to heal 2d6 hit points of damage instead.",Ultimate Magic,Untyped
../coreRulebook/feats.html#diehard,Diehard,Endurance,Automatically stabilize and remain conscious below 0 hp,"You are especially hard to kill. Not only do your wounds automatically stabilize when grievously injured, but you can remain conscious and continue to act even at death's door.

Prerequisite: Endurance.

Benefit: When your hit point total is below 0, but you are not dead, you automatically stabilize. You do not need to make a Constitution check each round to avoid losing additional hit points. You may choose to act as if you were disabled, rather than dying. You must make this decision as soon as you are reduced to negative hit points (even if it isn't your turn). If you do not choose to act as if you were disabled, you immediately fall unconscious.

When using this feat, you are staggered. You can take a move action without further injuring yourself, but if you perform any standard action (or any other action deemed as strenuous, including some swift actions, such as casting a quickened spell) you take 1 point of damage after completing the act. If your negative hit points are equal to or greater than your Constitution score, you immediately die.

Normal: A character without this feat who is reduced to negative hit points is unconscious and dying.",Core Rulebook,Untyped
../ultimateCombat/ultimateCombatFeats.html#deathless-initiate,Deathless Initiate,"Str 13, Con 13, orc or half-orc, Diehard, base attack bonus +6",Not staggered while using Diehard; gain +2 on melee damage rolls,"For you, impending death is a call to wrath.

Prerequisites: Str 13, Con 13, orc or half-orc, Diehard, Endurance, base attack bonus +6.

Benefit: You are not staggered while using the Diehard feat, but if you take a move and a standard action or a full-round action while you are at 0 or fewer hit points you take 1 point of damage. Further, while using the Diehard feat, you gain a +2 bonus on melee attacks and damage rolls.",Ultimate Combat,Combat
../ultimateCombat/ultimateCombatFeats.html#deathless-master,Deathless Master,"Con 15, Deathless Initiate, Ironhide, base attack bonus +9",Do not lose hit points while using Diehard,"Even if you suffer a grievous wound, you can shrug off the damage and continue your relentless assault.

Prerequisites: Str 13, Con 15, orc or half-orc, Deathless Initiate, Diehard, Endurance, Ironhide**, base attack bonus +9.

Benefit: When you are at 0 or fewer hit points, you do not lose 1 hit point when you take an action.",Ultimate Combat,Combat
../ultimateCombat/ultimateCombatFeats.html#deathless-zealot,Deathless Zealot,"Con 17, Deathless Master, base attack bonus +12",Foes must reroll critical confirmation attacks,"Only the most serious wounds can stop you.

Prerequisites: Str 13, Con 17, orc or half-orc, Deathless Initiate, Deathless Master, Diehard, Endurance, Ironhide**, base attack bonus +12.

Benefit: Whenever a creature rolls to confirm a critical hit against you, it must roll twice and take the lowest result.",Ultimate Combat,Combat
../mythicAdventures/mythicFeats.html#endurance-mythic,Endurance - Mythic,Endurance,Increase bonus on checks and saves based on mythic tier,"Your endurance is truly beyond the pale.

Prerequisite: Endurance.

Benefit: The bonus on checks and saves from Endurance increases by half your tier. You take half the damage when you fail a check to avoid nonlethal damage from a forced march, starvation and thirst, hot or cold environments, or slow suffocation.

You can sleep in heavy armor without becoming fatigued.",Mythic Adventures,Mythic
../advancedPlayersGuide/advancedFeats.html#fast-healer,Fast Healer,"Con 13, Diehard, Endurance",Regain additional hit points when healing,"You benefit greatly from your healing, be it from spells or natural healing.

Prerequisites: Con 13, Diehard, Endurance.

Benefit: When you regain hit points by resting or through magical healing, you recover additional hit points equal to half your Constitution modifier (minimum +1).",Advanced Player's Guide,Untyped
../advancedPlayersGuide/advancedFeats.html#heroic-defiance,Heroic Defiance,"Diehard, base Fortitude save +8","Once per day, delay onset of harmful condition for 1 round","You struggle on when others would fall.

Prerequisites: Diehard, Endurance, base Fortitude save +8.

Benefit: Once per day as an immediate action you can delay the onset of one harmful condition or affliction (such as panicked, paralyzed, stunned, and so on), including permanent and instantaneous conditions. Activating this feat delays the onset of the condition until the end of your next turn, after which time the condition takes its normal effect. This feat has no effect on hit point damage or ability damage.",Advanced Player's Guide,Untyped
../mythicAdventures/mythicFeats.html#heroic-defiance-mythic,Heroic Defiance - Mythic,Heroic Defiance,"Once per day, attempt to negate the onset of a harmful condition or affliction","You ignore harmful effects that would bring others down.

Prerequisites: Heroic Defiance.

Benefit: Once per day as an immediate action, you can attempt to negate the onset of one harmful condition or affliction (such as panicked, paralyzed, stunned, and so on) that allowed a saving throw for its onset, not including permanent and instantaneous conditions. When you do so, attempt a Will saving throw with a bonus equal to your tier against the original DC of the effect. If you succeed, the condition is negated. If you fail, the onset is delayed until the end of your next turn, after which it takes its normal effect. This feat has no effect on hit point damage or ability damage.

This effect is separate from the use of non-mythic Heroic Defiance.",Mythic Adventures,Mythic
